id_pedido,id_cliente,data,status
371,7843,2024-04-09,Pendente
372,5050,2023-02-09,Pago
373,13937,2022-08-19,Pago
374,15426,2023-05-15,Pago
375,7267,2025-03-22,Pago
376,16694,2024-05-02,Cancelado
377,5760,2025-05-22,Pendente
378,3391,2024-09-03,Cancelado
379,15098,2022-11-24,Pago
380,6316,2024-03-12,Cancelado
381,20804,2023-08-27,Pago
382,6937,2023-12-11,Pendente
383,10367,2022-11-27,Pendente
384,7821,2024-06-20,Pendente
385,15793,2022-06-30,Cancelado
386,1901,2024-08-30,Cancelado
387,70,2024-11-18,Pendente
388,826,2025-04-10,Cancelado
389,1684,2024-05-28,Pago
390,8299,2024-07-31,Pago
391,12244,2023-12-04,Cancelado
392,17716,2023-05-17,Pago
393,13561,2023-01-04,Cancelado
394,17613,2023-01-11,Pendente
395,2123,2024-05-29,Cancelado
396,19974,2023-01-19,Pendente
397,11404,2022-10-21,Pendente
398,1938,2023-09-19,Cancelado
399,18521,2024-08-11,Cancelado
400,23585,2022-06-18,Pendente
401,4946,2022-07-27,Pago
402,6210,2024-03-06,Pendente
403,13085,2024-11-05,Cancelado
404,22257,2023-01-23,Pendente
405,3577,2025-01-09,Cancelado
406,16833,2023-06-06,Pago
407,10126,2022-08-04,Pendente
408,8955,2023-05-25,Cancelado
409,16096,2023-10-26,Pago
410,5277,2022-12-13,Pago
411,528,2024-11-05,Pendente
412,6313,2024-07-29,Pago
413,1614,2023-12-30,Cancelado
414,21294,2025-05-08,Cancelado
415,9533,2024-03-15,Pago
416,23424,2023-11-13,Pendente
417,13866,2024-06-12,Cancelado
418,2472,2024-11-29,Pago
419,3603,2024-06-20,Cancelado
420,11349,2022-10-31,Pendente
421,24742,2022-08-31,Pendente
422,1289,2022-12-19,Cancelado
423,2701,2025-03-05,Pago
424,21856,2025-01-26,Pendente
425,11385,2022-11-09,Cancelado
426,24057,2022-11-07,Pago
427,21954,2023-07-28,Cancelado
428,1898,2024-08-06,Cancelado
429,22201,2024-10-20,Pago
430,10682,2023-03-13,Pago
431,6742,2024-07-13,Pago
432,30,2023-05-10,Pago
433,17308,2022-12-18,Pago
434,12207,2023-04-25,Pendente
435,7915,2023-05-11,Pendente
436,17141,2022-06-19,Pago
437,23017,2025-05-13,Cancelado
438,16733,2024-01-01,Pendente
439,18310,2024-12-27,Pago
440,9154,2025-04-24,Cancelado
441,16426,2023-01-02,Cancelado
442,22181,2024-12-24,Cancelado
443,9565,2025-05-13,Pago
444,20626,2022-10-26,Pago
445,908,2024-08-20,Pendente
446,5910,2024-09-05,Pago
447,2852,2022-08-12,Pendente
448,2584,2024-05-23,Pendente
449,23181,2023-12-27,Pendente
450,1195,2025-01-20,Cancelado
451,19056,2023-08-15,Pago
452,5742,2025-03-30,Pendente
453,10077,2023-10-30,Pendente
454,1558,2022-06-21,Pago
455,6647,2025-02-15,Cancelado
456,12039,2022-11-30,Cancelado
457,23434,2024-03-18,Pago
458,1150,2025-04-29,Pago
459,15156,2022-08-20,Pendente
460,10866,2024-05-24,Pago
461,17639,2023-12-21,Pendente
462,7251,2022-09-19,Pendente
463,517,2023-11-15,Pendente
464,10671,2024-04-03,Pago
465,3362,2025-04-24,Pendente
466,1484,2022-08-25,Pago
467,15857,2022-08-25,Pendente
468,2537,2024-02-01,Pendente
469,16254,2023-12-31,Pendente
470,23015,2024-10-05,Cancelado
471,4833,2024-06-18,Cancelado
472,13173,2024-05-18,Cancelado
473,4349,2024-07-01,Pendente
474,19371,2025-01-07,Pendente
475,21896,2022-10-19,Pendente
476,17136,2025-05-18,Pago
477,529,2025-01-14,Cancelado
478,8464,2024-08-13,Pendente
479,2767,2023-01-26,Pago
480,11501,2024-08-04,Pendente
481,5955,2024-12-11,Pendente
482,1099,2024-04-01,Cancelado
483,23875,2025-01-12,Cancelado
484,11007,2023-01-28,Pago
485,8764,2024-08-12,Pago
486,7405,2023-05-29,Pago
487,16960,2024-07-25,Pendente
488,11737,2023-10-23,Cancelado
489,11912,2025-04-05,Pago
490,8018,2024-09-30,Cancelado
491,556,2025-01-01,Cancelado
492,15118,2023-04-23,Pago
493,2756,2023-12-29,Pendente
494,4063,2023-01-23,Pago
495,12414,2024-02-28,Pendente
496,15137,2024-02-26,Pago
497,21854,2023-09-27,Pago
498,12846,2024-05-26,Pago
499,17127,2024-03-05,Pago
500,11718,2024-08-10,Cancelado
501,22213,2022-12-22,Pago
502,9770,2023-10-30,Cancelado
503,7488,2023-05-21,Pago
504,1132,2023-05-27,Pendente
505,20868,2022-11-17,Pago
506,15519,2023-10-17,Pago
507,6153,2022-08-13,Pago
508,1328,2024-09-09,Cancelado
509,14426,2025-04-11,Cancelado
510,8813,2025-03-18,Pendente
511,13532,2022-12-23,Cancelado
512,1996,2023-12-07,Pago
513,3916,2025-03-22,Pendente
514,18744,2023-08-30,Cancelado
515,1241,2024-11-16,Pago
516,18311,2022-10-28,Pago
517,12902,2022-10-06,Pendente
518,12945,2024-09-17,Pago
519,20313,2022-10-16,Cancelado
520,23206,2023-04-06,Cancelado
521,21314,2023-08-08,Pago
522,7139,2025-01-04,Pago
523,902,2022-07-15,Pendente
524,24001,2022-06-10,Cancelado
525,2313,2024-12-12,Pago
526,4263,2025-02-22,Pendente
527,15222,2023-09-06,Cancelado
528,14326,2023-04-19,Pago
529,4661,2024-07-01,Cancelado
530,23678,2025-01-26,Cancelado
531,14758,2023-08-14,Pago
532,2013,2024-11-18,Pendente
533,314,2022-10-22,Cancelado
534,19415,2024-11-23,Cancelado
535,20126,2024-09-27,Cancelado
536,13630,2023-03-26,Cancelado
537,14364,2022-12-06,Pendente
538,13961,2023-10-12,Cancelado
539,17687,2025-03-07,Cancelado
540,13965,2024-06-28,Pendente
541,2572,2022-07-27,Pendente
542,12755,2025-03-31,Pendente
543,3981,2024-10-12,Pago
544,23222,2025-03-30,Pago
545,13379,2024-07-17,Pendente
546,23538,2022-11-29,Cancelado
547,17853,2024-10-20,Cancelado
548,18082,2023-11-01,Cancelado
549,7416,2023-02-02,Pendente
550,20289,2023-02-15,Pendente
551,23330,2023-09-03,Pendente
552,305,2024-07-14,Pendente
553,23958,2023-08-22,Pendente
554,5602,2022-09-05,Pago
555,8416,2023-04-30,Pendente
556,2113,2023-09-25,Cancelado
557,1338,2024-03-14,Cancelado
558,2360,2022-07-14,Pendente
559,21407,2024-03-06,Pendente
560,14802,2023-04-28,Cancelado
561,16287,2023-11-18,Pago
562,6478,2023-06-10,Cancelado
563,7275,2023-01-21,Pendente
564,24282,2023-08-17,Cancelado
565,10888,2023-06-28,Pendente
566,20158,2023-11-18,Cancelado
567,18728,2023-12-20,Pago
568,13269,2024-10-18,Cancelado
569,11242,2024-09-26,Cancelado
570,14027,2022-07-30,Pendente
571,10136,2022-07-30,Cancelado
572,15122,2024-11-03,Pago
573,23072,2023-05-17,Pago
574,4514,2024-02-01,Pendente
575,2194,2023-08-30,Cancelado
576,8146,2023-09-23,Pago
577,18972,2022-07-13,Pendente
578,15335,2024-08-08,Pago
579,2840,2025-02-01,Pendente
580,14271,2025-03-13,Pago
581,23303,2023-11-10,Pago
582,23012,2025-05-01,Cancelado
583,414,2023-11-10,Pendente
584,4922,2024-03-24,Pago
585,24743,2022-11-17,Cancelado
586,10601,2024-01-18,Pago
587,20020,2023-03-27,Pendente
588,23374,2024-12-17,Pago
589,1465,2024-06-12,Cancelado
590,4843,2024-12-12,Pendente
591,13722,2024-01-27,Pendente
592,15469,2022-06-20,Cancelado
593,4665,2025-02-03,Cancelado
594,10453,2022-08-13,Cancelado
595,17321,2025-03-23,Cancelado
596,16170,2024-09-21,Pendente
597,2967,2025-04-24,Pago
598,15306,2024-02-07,Cancelado
599,24937,2023-07-29,Pendente
600,22332,2024-04-07,Cancelado
601,15347,2024-11-12,Pago
602,66,2023-11-27,Pago
603,15653,2022-11-12,Cancelado
604,20732,2023-02-20,Pendente
605,4180,2022-11-05,Pendente
606,18418,2024-06-01,Pendente
607,16364,2025-03-13,Pendente
608,6235,2022-09-01,Pago
609,23213,2024-07-13,Pago
610,19631,2024-08-29,Pendente
611,16899,2023-12-10,Cancelado
612,11823,2022-11-01,Pendente
613,4980,2023-03-20,Pendente
614,22803,2024-06-24,Cancelado
615,23376,2022-08-20,Pendente
616,10384,2023-01-11,Pendente
617,20178,2023-10-12,Pendente
618,2636,2023-09-10,Cancelado
619,20734,2023-05-03,Cancelado
620,16041,2023-01-29,Pago
621,15435,2022-06-16,Pago
622,61,2024-08-24,Cancelado
623,21501,2025-02-12,Pago
624,13091,2022-12-15,Pago
625,16325,2023-02-21,Pago
626,4324,2023-03-01,Pendente
627,445,2023-01-29,Pendente
628,15648,2023-01-20,Pendente
629,19460,2024-05-03,Pendente
630,6279,2022-07-31,Cancelado
631,869,2023-02-09,Pago
632,6182,2022-07-28,Pendente
633,3868,2023-03-07,Pendente
634,11021,2025-05-03,Pendente
635,10554,2024-01-09,Pendente
636,19599,2025-04-20,Cancelado
637,5202,2025-05-19,Pago
638,14766,2023-01-20,Pendente
639,19116,2025-03-20,Cancelado
640,6992,2025-01-14,Pendente
641,18165,2024-09-17,Pago
642,19100,2025-03-24,Pendente
643,16097,2025-05-22,Pendente
644,3318,2023-09-29,Pago
645,18402,2024-02-01,Cancelado
646,15848,2024-05-01,Pendente
647,3099,2023-10-15,Pendente
648,14706,2024-01-17,Cancelado
649,23153,2022-08-20,Pago
650,10080,2024-05-16,Pago
651,11470,2022-07-03,Pendente
652,14691,2022-11-23,Cancelado
653,612,2022-12-19,Pago
654,23531,2023-05-04,Pago
655,24470,2023-12-23,Cancelado
656,20742,2023-08-07,Pendente
657,10565,2024-11-16,Cancelado
658,17831,2023-12-15,Cancelado
659,14598,2023-01-12,Pendente
660,5921,2023-02-03,Pendente
661,23198,2023-03-04,Cancelado
662,18141,2024-08-13,Cancelado
663,24721,2023-03-24,Pendente
664,1553,2024-09-20,Pendente
665,7486,2023-03-16,Pendente
666,3680,2023-05-18,Pendente
667,16520,2024-08-07,Pago
668,4992,2024-07-22,Cancelado
669,21164,2024-03-26,Pago
670,8786,2022-11-08,Pendente
671,1941,2023-06-21,Cancelado
672,17898,2022-07-11,Pago
673,6262,2023-06-21,Cancelado
674,15383,2024-12-14,Pago
675,15282,2024-08-04,Cancelado
676,699,2024-04-19,Pendente
677,2092,2024-11-07,Cancelado
678,24372,2023-06-21,Pago
679,2549,2022-08-17,Pendente
680,18661,2023-10-31,Pendente
681,4197,2024-06-06,Pendente
682,3719,2023-08-19,Pago
683,23826,2024-01-30,Pago
684,11765,2024-11-04,Cancelado
685,15200,2024-11-30,Pendente
686,8078,2022-08-29,Pago
687,14237,2023-04-19,Pendente
688,7974,2023-09-24,Pago
689,17444,2024-07-17,Cancelado
690,1332,2022-12-07,Pago
691,2476,2025-01-08,Pendente
692,12511,2025-03-10,Pendente
693,5238,2025-02-21,Pendente
694,18751,2024-02-02,Pendente
695,13201,2024-09-12,Pendente
696,7107,2024-09-04,Pago
697,2581,2024-04-09,Pendente
698,11872,2024-09-18,Pendente
699,24321,2023-09-13,Cancelado
700,23349,2022-11-29,Pendente
701,8894,2025-02-08,Cancelado
702,1254,2022-08-13,Pendente
703,2931,2022-12-30,Cancelado
704,8126,2024-10-21,Pago
705,5857,2024-05-27,Pago
706,10176,2022-06-18,Cancelado
707,10596,2025-04-24,Pendente
708,16527,2024-12-04,Pago
709,15140,2025-03-06,Cancelado
710,20502,2023-09-19,Cancelado
711,2123,2025-03-09,Pendente
712,292,2024-06-17,Pago
713,1494,2025-02-18,Pago
714,5903,2024-05-11,Pago
715,20235,2024-01-01,Cancelado
716,9656,2024-06-24,Pago
717,2424,2022-07-05,Cancelado
718,7100,2023-02-16,Cancelado
719,1411,2023-10-02,Cancelado
720,22286,2023-06-26,Pago
721,3081,2022-10-25,Pago
722,3954,2022-10-14,Pago
723,24962,2025-06-03,Pendente
724,1755,2023-08-28,Cancelado
725,13867,2023-03-16,Pendente
726,16185,2023-11-12,Pago
727,22473,2025-02-15,Pago
728,16706,2022-07-26,Pendente
729,7127,2023-10-13,Pago
730,17625,2024-04-07,Pendente
731,14511,2023-04-02,Pago
732,23486,2024-09-23,Pago
733,17733,2023-05-23,Cancelado
734,20971,2025-01-20,Cancelado
735,548,2024-04-01,Pendente
736,20169,2023-03-26,Cancelado
737,19007,2024-11-02,Pago
738,20530,2024-12-16,Pago
739,13154,2024-09-14,Pago
740,14226,2024-08-06,Pendente
741,4582,2022-09-21,Cancelado
742,3661,2022-10-28,Pendente
743,15892,2023-01-16,Pendente
744,23808,2024-10-12,Cancelado
745,23733,2023-01-27,Cancelado
746,13566,2023-12-26,Cancelado
747,5520,2022-07-07,Pago
748,9998,2024-12-25,Pendente
749,6046,2024-01-28,Pago
750,14901,2025-02-23,Pago
751,21900,2024-12-01,Pago
752,12994,2023-06-24,Pendente
753,19297,2024-12-07,Pago
754,22079,2024-06-01,Cancelado
755,19532,2023-11-20,Cancelado
756,15861,2024-11-21,Pendente
757,11565,2023-01-01,Pendente
758,7990,2023-01-02,Pendente
759,23048,2023-05-10,Cancelado
760,15633,2024-09-13,Pendente
761,12563,2022-07-06,Pendente
762,15465,2024-08-12,Pago
763,2176,2022-07-24,Pago
764,14807,2023-02-14,Pago
765,10279,2025-06-06,Pago
766,14713,2024-09-27,Cancelado
767,5153,2024-02-12,Pago
768,11663,2022-08-18,Pendente
769,21220,2023-09-30,Pendente
770,18152,2023-07-09,Pago
771,23589,2024-01-17,Pendente
772,8784,2022-10-10,Pendente
773,7927,2023-05-30,Pago
774,2441,2024-05-04,Pago
775,7161,2024-09-25,Pago
776,168,2023-02-22,Pendente
777,24324,2025-03-09,Pago
778,5945,2023-09-20,Pendente
779,9183,2024-11-17,Cancelado
780,20232,2024-05-17,Cancelado
781,6826,2025-02-19,Pago
782,352,2024-03-28,Cancelado
783,23195,2022-12-18,Pendente
784,8883,2025-01-03,Pago
785,6998,2024-01-13,Pendente
786,11043,2023-08-14,Pendente
787,7002,2022-10-03,Pendente
788,4933,2022-11-12,Pendente
789,9399,2023-01-11,Pendente
790,7466,2025-02-28,Pendente
791,9735,2023-05-22,Pago
792,9528,2024-11-29,Pago
793,10781,2025-05-21,Pago
794,23920,2022-10-02,Cancelado
795,10231,2024-06-28,Pago
796,654,2023-12-31,Pago
797,7363,2024-05-02,Pendente
798,8537,2024-11-19,Pendente
799,13497,2023-07-23,Cancelado
800,12705,2022-10-21,Pendente
801,16051,2023-06-02,Cancelado
802,20461,2022-09-28,Pendente
803,15606,2023-04-25,Pendente
804,4824,2022-12-11,Cancelado
805,4359,2024-07-07,Pago
806,2963,2024-08-17,Pendente
807,203,2025-02-10,Pendente
808,247,2024-08-29,Cancelado
809,16613,2023-09-14,Pendente
810,20782,2023-12-14,Cancelado
811,11269,2022-08-05,Pago
812,24261,2023-12-02,Pendente
813,21826,2024-07-04,Cancelado
814,2432,2023-08-08,Pendente
815,22059,2025-05-27,Pago
816,17638,2024-03-08,Pago
817,6641,2022-06-12,Pago
818,308,2024-07-08,Pago
819,20488,2023-04-28,Pendente
820,23001,2024-10-28,Cancelado
821,17482,2023-08-24,Pendente
822,1968,2024-05-25,Cancelado
823,12972,2024-09-16,Cancelado
